ID,town,dwc:county,dwc:stateProvince,stateISO2,dwc:decimalLatitude,dwc:decimalLongitude,dwc:coordinateUncertaintyInMeters,polygonType,dwc:georeferenceRemarks,dwc:georeferencedBy,dwc:georeferenceSources,dwc:geodeticDatum,modificationDate
1198,New Salem,Franklin,Massachusetts,MA,42.4524363477443,-72.3267539869125,16739.4604541122,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1199,New Sharon,Franklin,Maine,ME,44.6412957712817,-70.0094292979594,9783.10374771145,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1200,New Sweden,Aroostook,Maine,ME,46.9758510039381,-68.1211297413383,6852.37030018821,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1201,Newton,Rockingham,New Hampshire,NH,42.8684907188309,-71.0436525480473,4128.79546637382,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1202,Newtown,Fairfield,Connecticut,CT,41.3988230862831,-73.2928242435482,9547.1308136306,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1203,New Vineyard,Franklin,Maine,ME,44.8053216673242,-70.1121558991193,9144.42824376537,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1204,Norfolk,Litchfield,Connecticut,CT,41.9801468351692,-73.1962161537388,8965.90491397986,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1205,Norfolk,Norfolk,Massachusetts,MA,42.1163165860508,-71.329532761373,5268.56823330363,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1206,Norridgewock,Somerset,Maine,ME,44.7264543325281,-69.813168274436,8547.51862609583,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1207,North Adams,Berkshire,Massachusetts,MA,42.6843951136225,-73.116610248931,5724.5945589814,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1208,Northampton,Hampshire,Massachusetts,MA,42.3266351219207,-72.6745356337418,7473.43514830244,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1209,North Attleborough,Bristol,Massachusetts,MA,41.9699122132776,-71.3344679693371,7258.56229797539,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1210,North Berwick,York,Maine,ME,43.345042803388,-70.7779742021987,8491.9976974965,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1211,Northborough,Worcester,Massachusetts,MA,42.3231438539794,-71.6462132602442,5785.88394143413,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1212,North Branford,New Haven,Connecticut,CT,41.3644799633277,-72.7767489888444,8435.03193181065,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1213,Northbridge,Worcester,Massachusetts,MA,42.1300007583348,-71.6547271879463,5519.58940939084,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1214,North Brookfield,Worcester,Massachusetts,MA,42.2694994324521,-72.0779443168135,5308.15591318249,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1215,North Canaan,Litchfield,Connecticut,CT,42.0222624004095,-73.2935647526103,5720.84101508259,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1216,Northeast Carry Twp,Piscataquis,Maine,ME,45.8773498898947,-69.6008618471294,8730.97362124995,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1217,Northfield,Merrimack,New Hampshire,NH,43.4113172558742,-71.5741198717465,8321.57365152925,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1218,Northfield,Washington,Maine,ME,44.8259450210843,-67.6231890219585,9111.28217886919,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",WGS84,03/25/2015 21:11:46
1219,Northfield,Washington,Vermont,VT,44.1462516870608,-72.6850516250332,8536.44431757461,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1220,Northfield,Franklin,Massachusetts,MA,42.6757785163048,-72.4459753908267,8786.90455367916,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1221,North Hampton,Rockingham,New Hampshire,NH,42.9790750508931,-70.8302900187881,5236.48562745918,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",WGS84,03/25/2015 21:11:46
1222,North Haven,New Haven,Connecticut,CT,41.3817804694339,-72.8574692546149,6058.88885841716,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
1223,North Hero,Grand Isle,Vermont,VT,44.8380143398803,-73.2644102446708,11278.1821793015,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Boundary_BNDHASH_region_towns vector digital data, 2012-02-16 AND Boundary_BNDHASH_region_villages vector digital data, 2012-12-04; Vermont Center for Geographic Information, Waterbury, Vt (http://http://vcgi.vermont.gov/).",WGS84,03/25/2015 21:11:46
1224,North Providence,Providence,Rhode Island,RI,41.8615815005876,-71.457511221698,3504.44873915567,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Municipalities; s44btp88 vector digital data, 1989-07; RIGIS, Providence, Rhode Island (http://www.edc.uri.edu/rigis).",WGS84,03/25/2015 21:11:46
1225,North Reading,Middlesex,Massachusetts,MA,42.5815580453678,-71.0875707485334,5166.06039373673,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",WGS84,03/25/2015 21:11:46
1226,North Smithfield,Providence,Rhode Island,RI,41.972695217885,-71.5513778080873,6489.97173486773,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Municipalities; s44btp88 vector digital data, 1989-07; RIGIS, Providence, Rhode Island (http://www.edc.uri.edu/rigis).",WGS84,03/25/2015 21:11:46
1227,North Stonington,New London,Connecticut,CT,41.4696513567119,-71.8753459554328,10079.3047198586,original,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,Patrick W. Sweeney,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",WGS84,03/25/2015 21:11:46
